"Id","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1143,"RL",77,9965,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",340,"4","3","PConc","5","3","4","6",1150,"1",0,316,1466,"GasA","5","1","SBrkr",1466,1362,0,2828,1,0,3,0,4,1,"4",11,"5",1,"3","BuiltIn",3,"2",3,1052,"3","3","3",125,144,0,0,0,0,"0","NoApp","NoApp",0,4,2007,"New","Partial",424870
1144,"RL",69,9000,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","1Story",5,3,1959,1959,"Gable","CompShg","Wd Sdng","Plywood","None",0,"3","3","CBlock","3","3","1","6",288,"1",0,718,1006,"GasA","3","1","SBrkr",1006,0,0,1006,0,0,1,0,3,1,"3",5,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",0,24,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",80000
1145,"RL",60,12180,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","2fmCon","1.5Fin",4,4,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","2","BrkTil","4","3","1","4",348,"1",0,324,672,"Grav","2","0","FuseA",672,252,0,924,1,0,1,0,2,1,"2",5,"5",0,"0","Detchd",1,"1",1,280,"3","3","3",0,0,0,0,0,0,"0","MnPrv","NoApp",0,7,2010,"WD","Normal",80000
1146,"RM",52,6240,"1","NoApp","Reg","Lvl","4","Inside","1","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1928,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,1042,1042,"GasA","5","1","SBrkr",1042,534,0,1576,0,0,1,0,3,1,"3",8,"5",1,"4","Detchd",1,"1",1,225,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,8,2006,"WD","Family",149000
1147,"RL",69,11200,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","1Story",6,5,1985,1985,"Gable","CompShg","Wd Sdng","Wd Shng","BrkFace",85,"4","3","CBlock","4","3","1","6",1258,"1",0,40,1298,"GasA","3","1","SBrkr",1298,0,0,1298,1,0,2,0,3,1,"4",5,"5",1,"3","Attchd",3,"1",2,403,"3","3","3",165,26,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"WD","Normal",180000
1148,"RL",75,12000,"1","NoApp","Reg","Bnk","4","Inside","1","Crawfor","Norm","Norm","1Fam","2Story",7,7,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","3",275,"1",0,429,704,"GasA","5","1","SBrkr",860,704,0,1564,0,0,1,1,3,1,"2",7,"5",1,"4","Attchd",1,"1",1,234,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2009,"WD","Normal",174500
1149,"RM",69,5700,"1","NoApp","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","1.5Fin",7,7,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","PConc","3","3","1","1",0,"1",0,572,572,"GasA","3","1","SBrkr",572,539,0,1111,0,0,1,0,2,1,"3",5,"5",1,"4","Detchd",2,"1",1,288,"3","3","3",0,0,176,0,0,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",116900
1150,"RM",50,9000,"1","NoApp","Reg","Lvl","4","Inside","1","OldTown","Artery","Norm","1Fam","2Story",7,9,1920,1988,"Hip","CompShg","VinylSd","VinylSd","None",0,"3","4","PConc","3","3","1","5",624,"1",0,26,650,"GasA","5","1","SBrkr",832,650,0,1482,0,1,1,0,3,1,"3",7,"5",0,"0","Detchd",1,"1",2,324,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2009,"WD","Normal",143000
1151,"RL",57,8280,"1","NoApp","IR1","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,"3","3","CBlock","3","3","1","1",0,"1",0,932,932,"GasA","5","1","FuseA",932,0,0,932,0,0,1,0,2,1,"4",4,"5",1,"4","Attchd",2,"1",1,306,"3","3","3",0,0,214,0,0,0,"0","GdPrv","NoApp",0,11,2007,"WD","Normal",124000
1152,"RL",134,17755,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",5,4,1959,1959,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,"3","3","CBlock","3","3","1","4",176,"1",0,1290,1466,"GasA","3","1","SBrkr",1466,0,0,1466,0,0,1,1,3,1,"2",6,"5",2,"4","Attchd",2,"3",2,528,"3","3","3",0,140,0,0,100,0,"0","NoApp","NoApp",0,11,2006,"WD","Normal",149900
1153,"RL",90,14115,"1","NoApp","IR1","Lvl","4","Inside","1","Crawfor","Norm","Norm","1Fam","1Story",6,7,1956,2004,"Gable","CompShg","Stone","Stone","None",0,"3","3","PConc","3","3","1","5",296,"6",547,230,1073,"GasA","5","1","SBrkr",1811,0,0,1811,0,0,1,0,2,1,"5",6,"5",1,"4","Attchd",2,"3",2,470,"3","3","3",0,0,280,0,0,0,"0","NoApp","NoApp",0,7,2006,"WD","Abnorml",230000
1154,"RM",69,5890,"1","NoApp","Reg","Lvl","4","Corner","1","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1930,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"4","4","BrkTil","3","3","3","5",538,"1",0,278,816,"GasA","5","1","SBrkr",816,0,0,816,0,0,1,0,2,1,"3",5,"5",0,"0","Detchd",3,"1",1,432,"3","3","3",0,0,96,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",120500
1155,"RL",69,13700,"1","NoApp","IR1","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",288,"3","3","CBlock","3","3","4","5",454,"1",0,410,864,"GasA","3","1","SBrkr",902,918,0,1820,0,0,1,2,4,1,"4",8,"5",2,"4","Attchd",2,"1",2,492,"3","3","3",60,84,0,0,273,0,"0","GdPrv","NoApp",0,5,2008,"WD","Normal",201800
1156,"RL",90,10768,"1","NoApp","IR1","Lvl","4","Corner","1","Veenker","Norm","Norm","1Fam","1Story",5,8,1976,2004,"Gable","CompShg","Plywood","Plywood","None",0,"4","4","CBlock","4","3","4","5",1157,"1",0,280,1437,"GasA","3","1","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"4",6,"5",1,"2","Attchd",2,"2",2,528,"3","3","3",0,21,0,0,180,0,"0","NoApp","NoApp",0,7,2007,"WD","Normal",218000
1157,"RL",85,9350,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"3","4","PConc","3","3","4","5",633,"1",0,586,1219,"GasA","4","1","SBrkr",1265,0,0,1265,0,1,2,0,3,1,"4",6,"5",1,"4","Attchd",2,"2",2,502,"3","3","3",0,92,0,96,0,0,"0","MnPrv","NoApp",0,10,2008,"WD","Normal",179900
1158,"RL",34,5001,"1","NoApp","IR1","Lvl","4","Inside","1","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"4","3","PConc","4","3","1","6",904,"1",0,410,1314,"GasA","5","1","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"4",6,"5",1,"4","Attchd",3,"2",2,626,"3","3","3",172,62,0,0,0,0,"0","NoApp","NoApp",0,7,2009,"WD","Normal",230000
1159,"RL",92,11932,"1","NoApp","Reg","Lvl","4","FR2","1","Somerst","Feedr","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"4","3","PConc","4","3","1","1",0,"1",0,1580,1580,"GasA","5","1","SBrkr",1580,0,0,1580,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",3,830,"3","3","3",0,24,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"ConLD","Partial",235128
1160,"RL",76,9120,"1","NoApp","Reg","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","2Story",6,6,1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,"4","3","CBlock","3","3","1","5",442,"1",0,459,901,"GasA","3","1","SBrkr",943,933,0,1876,0,0,2,1,4,1,"4",8,"5",1,"3","Attchd",2,"2",2,540,"4","3","3",0,69,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",185000
1161,"RL",24,2280,"1","NoApp","Reg","Lvl","4","Inside","1","NPkVill","Norm","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"3","3","CBlock","4","3","1","5",311,"1",0,544,855,"GasA","2","1","SBrkr",855,601,0,1456,0,0,2,1,3,1,"3",7,"5",1,"3","Attchd",2,"1",2,440,"3","3","3",26,0,0,0,0,0,"0","NoApp","NoApp",0,7,2010,"WD","Normal",146000
1162,"RL",69,14778,"1","NoApp","IR1","Low","4","CulDSac","1","Crawfor","PosN","Norm","1Fam","1Story",6,7,1954,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",72,"4","3","CBlock","3","3","1","4",728,"1",0,568,1296,"GasA","5","1","SBrkr",1640,0,0,1640,1,0,1,0,3,1,"4",7,"5",1,"4","Detchd",3,"1",2,924,"3","3","3",108,0,0,216,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Normal",224000
1163,"RL",109,8724,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","4","3","1","4",492,"1",0,402,894,"GasA","4","1","SBrkr",894,0,0,894,0,0,1,0,3,1,"3",5,"5",1,"1","Attchd",2,"3",2,450,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,5,2007,"WD","Normal",129000
1164,"RL",60,12900,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,1969,1969,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","4","3","3","6",1198,"1",0,0,1198,"GasA","3","1","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"3",6,"5",0,"0","CarPort",2,"1",2,400,"2","3","3",120,0,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Alloca",108959
1165,"RL",69,16157,"1","NoApp","IR1","Lvl","4","FR2","1","Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","PConc","4","3","4","5",680,"3",391,289,1360,"GasA","5","1","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"4",5,"5",1,"3","Attchd",2,"1",2,588,"3","3","3",168,180,0,0,0,0,"0","NoApp","NoApp",0,6,2007,"WD","Normal",194000
1166,"RL",79,9541,"1","NoApp","IR1","Lvl","4","Inside","1","NridgHt","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",268,"4","3","PConc","4","3","1","1",0,"1",0,1502,1502,"GasA","5","1","SBrkr",1502,0,0,1502,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,644,"3","3","3",0,114,0,0,0,0,"0","NoApp","NoApp",0,9,2009,"New","Partial",233170
1167,"RL",64,10475,"1","NoApp","IR1","Lvl","4","Corner","1","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",72,"4","3","PConc","4","3","3","1",0,"1",0,1694,1694,"GasA","5","1","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",3,776,"3","3","3",160,33,0,0,0,0,"0","NoApp","NoApp",0,2,2010,"WD","Normal",245350
1168,"RL",58,10852,"1","NoApp","IR1","Lvl","4","Inside","1","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","1","6",786,"1",0,173,959,"GasA","5","1","SBrkr",959,712,0,1671,1,0,2,1,3,1,"3",7,"5",1,"3","Attchd",3,"3",2,472,"3","3","3",0,38,0,0,0,0,"0","NoApp","NoApp",0,2,2006,"WD","Normal",173000
1169,"RL",120,13728,"1","NoApp","Reg","Lvl","4","Corner","1","Edwards","Norm","Norm","1Fam","2Story",6,7,1935,1986,"Hip","CompShg","Stucco","Stucco","None",0,"3","3","CBlock","3","3","1","3",626,"1",0,501,1127,"GasA","5","1","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"4",7,"5",2,"3","Basment",1,"1",2,540,"3","3","3",0,0,0,0,90,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",235000
1170,"RL",118,35760,"1","NoApp","IR1","Lvl","4","CulDSac","1","NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,"4","4","PConc","5","3","4","6",1387,"1",0,543,1930,"GasA","5","1","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"4",10,"5",1,"3","Attchd",3,"3",3,807,"3","3","3",361,76,0,0,0,0,"0","NoApp","NoApp",0,7,2006,"WD","Normal",625000
1171,"RL",76,9880,"1","NoApp","Reg","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","3","3","3","5",522,"1",0,574,1096,"GasA","3","1","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"3",6,"5",1,"1","Attchd",2,"3",1,358,"3","3","3",203,0,0,0,0,576,"4","GdPrv","NoApp",0,7,2008,"WD","Normal",171000
1172,"RL",76,9120,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","5",662,"1",0,599,1261,"GasA","5","1","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"3",6,"5",1,"3","Attchd",2,"2",2,433,"3","3","3",0,0,0,0,288,0,"0","NoApp","Shed",1400,11,2008,"WD","Normal",163000
1173,"FV",35,4017,"1","Pave","IR1","Lvl","4","Inside","1","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,625,625,"GasA","5","1","SBrkr",625,625,0,1250,0,0,2,1,2,1,"4",5,"5",0,"0","Detchd",3,"3",2,625,"3","3","3",0,54,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",171900
1174,"RL",138,18030,"1","NoApp","IR1","Bnk","4","Inside","1","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","3",152,"4",469,977,1598,"GasA","3","1","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"5",12,"2",1,"4","NoApp",0,"0",0,0,"0","0","3",122,0,0,0,0,0,"0","MnPrv","NoApp",0,3,2007,"WD","Normal",200500
1175,"RL",80,16560,"1","NoApp","IR1","Lvl","4","Inside","1","Crawfor","Norm","Norm","1Fam","2Story",6,8,1932,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","4","3","1","3",503,"1",0,449,952,"GasA","3","1","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"3",9,"5",1,"4","Detchd",1,"1",2,360,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2006,"WD","Normal",239000
1176,"RL",85,10678,"1","NoApp","Reg","Lvl","4","Inside","1","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"4","3","PConc","4","3","1","6",700,"1",0,983,1683,"GasA","5","1","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"4",9,"5",1,"3","Attchd",3,"3",2,541,"3","3","3",0,33,0,0,0,0,"0","NoApp","NoApp",0,4,2007,"WD","Normal",285000
1177,"RL",37,6951,"1","NoApp","IR1","Lvl","4","CulDSac","1","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"3","3","CBlock","3","3","1","5",658,"1",0,218,876,"GasA","3","1","SBrkr",923,0,0,923,1,0,1,0,3,1,"3",5,"5",0,"0","Attchd",2,"1",1,264,"3","3","3",362,0,0,0,0,0,"0","MnPrv","NoApp",0,10,2008,"WD","Normal",119500
1178,"RM",69,3950,"1","Grvl","Reg","Bnk","4","Inside","1","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","3",468,"1",0,350,818,"GasA","3","1","SBrkr",818,406,0,1224,0,0,1,0,3,1,"3",5,"5",0,"0","Detchd",1,"1",1,210,"3","3","1",0,0,116,0,0,0,"0","NoApp","NoApp",0,12,2009,"WD","Normal",115000
1179,"RL",54,7681,"1","NoApp","IR1","Lvl","4","FR2","1","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,731,731,"GasA","5","1","SBrkr",820,523,0,1343,0,0,1,1,3,1,"3",7,"5",1,"4","Detchd",1,"1",1,186,"2","3","3",192,0,102,0,0,0,"0","NoApp","NoApp",0,7,2009,"WD","Normal",154900
1180,"RL",77,8335,"1","NoApp","Reg","Lvl","4","Corner","1","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","4","1","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"3",5,"4",1,"4","NoApp",0,"0",0,0,"0","0","1",0,36,190,0,0,0,"0","NoApp","NoApp",0,4,2006,"WD","Normal",93000
1181,"RL",69,11170,"1","NoApp","IR2","Lvl","4","Corner","1","Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","Wood","4","3","1","2",1216,"1",0,0,1216,"GasA","5","1","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"3",8,"5",0,"0","Attchd",3,"3",2,693,"3","3","3",0,0,0,0,0,0,"0","GdPrv","NoApp",0,4,2006,"WD","Normal",250000
1182,"RM",64,5587,"1","NoApp","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"5","3","PConc","5","3","4","6",1480,"1",0,120,1600,"GasA","5","1","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"4",5,"5",1,"4","Attchd",3,"3",2,482,"3","3","3",162,53,0,153,0,0,"0","NoApp","NoApp",0,11,2008,"New","Partial",392500
1183,"RL",160,15623,"1","NoApp","IR1","Lvl","4","Corner","1","NoRidge","Norm","Norm","1Fam","2Story",10,5,1996,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"4","3","PConc","5","3","3","6",2096,"1",0,300,2396,"GasA","5","1","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,"5",10,"5",2,"3","Attchd",3,"3",3,813,"3","3","3",171,78,0,0,0,555,"5","MnPrv","NoApp",0,7,2007,"WD","Abnorml",745000
1184,"RL",60,10800,"1","Grvl","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,"3","3","BrkTil","3","3","1","3",821,"1",0,299,1120,"GasA","5","1","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"3",5,"5",1,"4","Detchd",2,"1",2,720,"3","3","3",229,0,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",120000
1185,"RL",50,35133,"0","NoApp","Reg","Lvl","4","Inside","2","Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"3","3","CBlock","3","3","4","3",1159,"1",0,413,1572,"GasA","4","1","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"3",5,"5",2,"3","2Types",2,"2",3,995,"3","3","3",0,263,0,0,263,0,"0","NoApp","NoApp",0,5,2007,"WD","Normal",186700
1186,"RL",60,9738,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"3","4","BrkTil","3","3","1","4",392,"1",0,392,784,"GasA","4","1","SBrkr",949,272,0,1221,1,0,1,0,4,1,"3",7,"5",0,"0","Attchd",2,"1",1,392,"3","3","3",0,0,236,0,0,0,"0","NoApp","NoApp",0,3,2006,"WD","Normal",104900
1187,"RL",107,10615,"1","NoApp","IR1","Bnk","4","Corner","2","OldTown","Artery","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","2","3","2","4",440,"1",0,538,978,"GasA","3","1","SBrkr",1014,685,0,1699,1,0,2,0,3,2,"3",7,"5",0,"0","CarPort",1,"1",2,420,"2","2","3",0,74,0,0,0,0,"0","NoApp","NoApp",0,8,2009,"WD","Abnorml",95000
1188,"RL",89,12461,"1","NoApp","Reg","Lvl","4","Corner","1","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"4","3","PConc","4","3","1","6",1456,"1",0,168,1624,"GasA","5","1","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"4",5,"5",1,"2","Attchd",3,"2",3,757,"3","3","3",0,114,192,0,0,0,"0","GdPrv","NoApp",0,7,2006,"WD","Normal",262000
1189,"RL",68,8935,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"4","3","PConc","4","3","1","1",0,"1",0,831,831,"GasA","5","1","SBrkr",831,829,0,1660,0,0,2,1,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,493,"3","3","3",144,68,0,0,0,0,"0","NoApp","NoApp",0,7,2009,"WD","Normal",195000
1190,"RL",60,7500,"1","NoApp","Reg","Lvl","4","Inside","1","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","3","3","1","1",0,"1",0,994,994,"GasA","4","1","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"4",7,"5",1,"3","Attchd",3,"3",2,442,"3","3","3",140,60,0,0,0,0,"0","NoApp","NoApp",0,6,2010,"WD","Normal",189000
1191,"RL",69,32463,"1","NoApp","Reg","Low","4","Inside","2","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"3","4","CBlock","3","3","3","4",1159,"1",0,90,1249,"GasA","5","1","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"3",7,"5",1,"3","2Types",2,"3",4,1356,"3","3","3",439,0,0,0,0,0,"0","NoApp","NoApp",0,3,2007,"WD","Normal",168000
1192,"FV",24,2645,"1","Pave","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"4","3","PConc","4","3","1","1",0,"1",0,776,776,"GasA","5","1","SBrkr",764,677,0,1441,0,0,2,1,2,1,"4",5,"5",0,"0","Detchd",3,"1",2,492,"3","3","3",206,0,0,0,0,0,"0","NoApp","NoApp",0,11,2007,"WD","Normal",174000
1193,"RM",60,9600,"1","Grvl","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","3","3","2","1",0,"1",0,702,702,"GasA","4","1","SBrkr",842,630,0,1472,0,0,1,0,3,1,"4",6,"5",0,"0","Detchd",1,"1",1,250,"3","2","2",0,0,84,0,0,0,"0","GdWo","NoApp",0,7,2007,"WD","Normal",125000
1194,"RM",69,4500,"1","NoApp","Reg","Lvl","4","FR2","1","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"3","3","PConc","5","3","1","6",883,"1",0,341,1224,"GasA","5","1","SBrkr",1224,0,0,1224,1,0,2,0,2,1,"3",5,"5",0,"0","Attchd",3,"3",2,402,"3","3","3",0,304,0,0,0,0,"0","NoApp","NoApp",0,6,2009,"WD","Normal",165000
1195,"RL",80,9364,"1","NoApp","Reg","Lvl","4","Corner","1","Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"3","3","CBlock","3","3","1","5",371,"1",0,292,663,"GasA","3","1","SBrkr",663,689,0,1352,0,0,1,1,4,1,"3",7,"5",0,"0","Attchd",2,"3",1,299,"3","3","3",379,36,0,0,0,0,"0","MnPrv","NoApp",0,3,2010,"WD","Normal",158000
1196,"RL",51,8029,"1","NoApp","IR1","Lvl","4","Inside","1","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","1","1",0,"1",0,728,728,"GasA","5","1","SBrkr",728,728,0,1456,0,0,2,1,3,1,"4",8,"5",0,"0","Attchd",3,"3",2,400,"3","3","3",100,24,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",176000
1197,"RL",58,14054,"1","NoApp","IR1","Lvl","4","Inside","1","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","1",0,"1",0,879,879,"GasA","5","1","SBrkr",879,984,0,1863,0,0,2,1,4,1,"4",9,"5",1,"4","BuiltIn",3,"3",3,660,"3","3","3",100,17,0,0,0,0,"0","NoApp","NoApp",0,11,2006,"New","Partial",219210
